Origin,Destination,stop_sequence,route_id,0-3,3-6,6-9,9-12,12-15,15-18,18-21,21-24,monday,tuesday,wednesday,thursday,friday,saturday,sunday,delay
Metzstraße,Stöckach,11,22298,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
Metzstraße,Stöckach,11,22298,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0
Metzstraße,Stöckach,11,22298,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0
Metzstraße,Stöckach,11,22298,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0
Metzstraße,Stöckach,11,22298,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
Metzstraße,Stöckach,13,14101,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
Metzstraße,Stöckach,11,22298,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
Metzstraße,Stöckach,11,22298,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0
Metzstraße,Stöckach,11,22298,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Metzstraße,Stöckach,11,22298,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0
Metzstraße,Stöckach,11,22298,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
Metzstraße,Stöckach,11,22298,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0
Metzstraße,Stöckach,13,14101,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0
